,File,Abnormal,Result,R-R Interval,R Height,R_Onset-Rpeak,Q-Q Interval,Q Height,P_Onset-P_Offset,P Height,P-P Interval,P_Onset-Ppeak
78289,232,1,S,264,1107,27,299,976,12,989,286,7
37622,123,0,N,403,1235,29,396,819,45,862,399,20
60980,215,0,N,207,1181,17,224,957,39,980,203,17
18120,111,1,N,295,1178,14,294,1069,43,1010,291,20
70,100,0,N,283,1206,19,283,942,24,1004,282,18
60262,215,0,N,192,1090,21,202,962,26,975,198,14
3122,101,0,N,378,1321,19,379,965,40,1012,380,11
57953,213,0,N,200,1520,18,202,994,26,1077,204,14
56525,213,0,N,194,1443,20,193,902,28,986,193,14
65219,220,0,N,368,1353,30,372,903,30,925,380,15
71895,228,0,N,345,1171,24,346,943,37,975,347,9
22697,114,0,N,381,875,10,379,968,29,988,382,18
31280,118,1,N,308,1199,14,302,843,18,959,352,7
17487,109,1,N,260,1550,27,260,950,16,996,262,7
33019,119,0,N,343,1276,20,342,830,35,908,339,20
59633,214,1,N,284,1448,57,285,1003,37,1026,289,20
76308,231,0,N,352,1397,17,374,975,37,1042,401,20
48044,208,0,N,279,1358,18,300,994,34,1027,299,19
34148,121,0,N,362,1030,22,361,840,48,855,361,27
5876,103,0,N,307,1381,19,307,921,52,982,308,19
40738,200,0,N,289,1210,21,292,986,28,1014,253,10
66388,222,0,N,294,1099,12,295,964,36,1023,295,18
73013,230,0,N,218,1191,25,204,952,38,1014,218,16
12143,106,1,V,176,1227,32,148,979,64,1071,135,36
18888,111,1,N,326,1202,13,324,950,49,983,327,22
47760,208,1,F,211,1404,43,145,990,25,1024,212,15
29370,118,1,N,288,1089,29,304,829,27,897,290,21
53881,212,1,N,238,1268,21,256,989,33,1057,235,18
71678,228,0,N,426,1145,25,439,963,40,1004,452,17
73835,230,0,N,335,1252,20,348,948,36,989,337,17
20102,112,0,N,260,1021,49,261,868,48,904,265,28
3600,101,0,N,337,1324,17,337,939,41,975,341,11
20692,112,0,N,255,1011,50,255,858,41,898,254,22
20095,112,0,N,259,1033,26,263,870,25,907,260,4
55848,212,1,N,232,1250,49,231,946,35,1012,232,22
66445,222,0,N,301,1044,13,302,952,29,974,303,14
43912,203,0,N,155,1146,17,179,912,54,999,137,32
54367,212,0,N,253,1308,50,256,972,35,1043,252,19
39403,124,1,N,401,1355,17,401,896,27,927,384,20
64765,220,0,N,87,1346,28,75,897,35,928,84,15
31287,118,1,N,261,1218,24,256,893,30,986,268,14
53362,212,0,N,244,1276,49,245,928,35,1003,242,19
8428,104,1,Q,290,1370,31,276,974,21,1014,225,5
30542,118,1,N,282,1102,21,286,843,20,918,279,15
3716,101,0,N,347,1290,20,346,915,45,963,347,21
16066,109,1,N,257,1309,26,253,975,20,1028,269,4
77645,232,1,N,656,1167,16,671,959,13,983,656,5
17755,111,1,N,319,1145,15,342,1001,59,990,309,23
38986,123,0,N,496,1252,63,493,870,43,925,499,21
70485,223,0,N,255,1312,48,251,876,49,911,252,32
14800,108,0,N,385,904,12,366,981,38,1031,389,22
30300,118,1,N,289,1079,22,270,793,24,887,292,18
32326,119,0,N,330,1255,20,329,812,35,892,328,20
10379,105,0,N,268,1253,21,263,946,38,1001,265,22
56379,213,0,N,203,1419,19,222,965,28,1068,202,14
77126,231,1,N,351,1311,16,350,949,37,1005,354,21
59842,214,1,N,262,1403,60,264,983,39,1008,262,19
79293,233,0,N,219,1349,45,219,968,41,1048,216,19
33702,121,0,N,350,1027,22,341,848,12,851,350,2
29343,118,1,N,294,1091,6,294,824,26,897,291,20
29741,118,1,N,262,1116,26,264,847,26,922,262,19
29161,117,0,N,429,862,25,430,817,41,862,430,19
6800,103,0,N,329,1374,19,328,930,47,971,326,16
44422,203,0,N,263,1205,30,262,984,25,977,243,8
61965,215,0,N,180,1154,16,191,953,25,982,183,15
18070,111,1,N,308,1116,15,307,993,31,975,313,20
4100,101,0,N,352,1273,18,352,949,35,994,354,11
62387,215,0,N,208,1156,26,200,955,44,980,203,22
65761,220,0,N,307,1316,30,307,908,15,905,254,4
68589,223,0,N,264,1281,30,264,901,51,936,263,31
19349,111,1,N,294,1224,12,303,959,45,997,298,17
11469,105,0,N,232,1244,25,245,954,36,1039,234,23
21821,112,0,N,266,1010,27,265,851,45,890,264,26
31063,118,1,N,300,1061,21,289,845,24,908,302,18
42514,202,0,N,339,1196,55,343,967,39,989,340,20
37225,122,0,N,284,1192,23,284,787,46,881,286,17
79020,233,0,N,205,1350,22,197,962,41,1022,204,21
23659,114,0,N,299,992,6,302,977,27,1000,297,16
46922,205,0,N,262,1187,19,262,949,37,972,261,16
335,100,0,N,292,1206,21,291,923,23,994,292,17
72286,228,0,N,361,1056,30,358,913,16,1004,343,8
70146,223,0,N,247,1291,49,252,909,43,946,249,25
63436,217,1,Q,307,1238,7,285,949,42,963,317,14
57440,213,0,N,197,1464,21,197,928,30,1005,195,16
74701,230,0,N,280,1296,56,280,919,44,954,283,23
27196,116,0,N,281,1544,19,279,793,45,843,282,25
21776,112,0,N,260,1006,17,264,842,39,876,264,20
2980,101,0,N,377,1298,19,376,940,35,985,376,11
82613,234,0,N,235,1103,44,242,743,31,784,232,13
33570,121,0,N,351,860,27,359,680,41,696,348,22
31722,119,1,V,185,1414,25,168,831,61,928,158,38
38835,123,0,N,372,1291,24,372,817,45,870,366,21
60151,215,0,N,191,1144,17,205,968,39,997,187,18
37897,123,0,N,366,1258,67,371,815,45,873,366,20
18479,111,1,N,312,1138,14,313,1005,37,1007,314,21
26990,116,0,N,273,1494,19,274,776,44,815,273,25
31473,118,1,N,254,1172,23,253,777,13,886,248,9
23017,114,0,N,357,1090,25,365,1002,25,1031,365,18
50735,209,0,N,226,1200,17,227,958,30,993,228,15
53590,212,1,N,211,1212,45,212,927,33,983,209,17
51644,209,0,N,218,1207,17,228,930,32,980,203,13
27509,116,0,N,270,1462,23,276,775,38,840,273,19
39995,200,0,N,220,1162,19,224,961,33,990,241,12
16112,109,1,N,272,1295,28,268,952,38,1003,260,14
41923,201,0,N,425,1181,29,427,973,42,1001,425,20
12070,106,0,N,343,1394,18,333,978,32,1030,344,15
78740,232,1,S,250,1163,20,181,956,20,974,270,10
39702,124,1,N,341,1306,19,339,904,21,933,341,7
15563,109,1,N,265,1298,28,258,962,39,1014,258,9
75235,231,1,N,326,1333,19,325,944,35,1019,323,17
57159,213,0,N,192,1444,19,194,927,28,1010,195,14
17650,109,1,N,262,1565,29,263,957,29,993,262,15
81558,234,0,N,228,1321,42,222,966,44,1010,225,21
14903,108,0,N,323,1123,21,360,1060,45,1117,347,22
30097,118,1,N,281,1140,24,282,803,22,884,280,15
21335,112,0,N,258,1056,50,264,878,22,922,252,16
48265,208,0,N,241,1316,21,260,970,32,1006,274,16
64657,220,0,N,301,1350,24,301,888,24,919,302,15
27349,116,0,N,276,1460,20,275,795,45,840,273,24
57596,213,0,N,206,1443,18,195,926,30,1006,203,15
9121,105,0,N,260,1267,29,255,956,37,1006,258,22
57485,213,0,N,195,1475,20,196,941,30,1024,196,15
2554,101,0,N,354,1288,19,353,935,46,977,354,22
73563,230,0,N,317,1348,59,316,963,38,997,317,18
12466,106,0,N,377,1219,32,403,946,37,978,427,24
53322,212,0,N,263,1350,51,264,962,40,1038,262,22
71060,228,0,N,303,1153,25,305,972,19,1007,307,11
7375,103,0,N,325,1321,19,324,936,51,988,321,21
55745,212,0,N,270,1352,48,272,970,36,1034,273,21
81272,234,0,N,234,1320,43,235,980,36,1035,238,18
50760,209,0,N,156,1259,22,205,948,27,996,173,17
18265,111,1,N,313,1160,13,313,968,60,1007,304,20
31313,118,1,N,246,1136,27,243,818,19,927,248,13
53880,212,1,N,240,1288,14,232,986,26,1047,242,11
55779,212,0,N,249,1256,50,249,917,36,987,248,20
59063,214,1,N,279,1465,27,281,969,41,993,278,22
74931,230,0,N,242,1259,29,241,924,22,1044,234,4
32509,119,0,N,476,1272,27,510,807,35,900,505,19
67983,222,0,N,158,1222,17,172,951,29,1000,187,18
29348,118,1,N,303,1106,31,305,864,24,921,299,19
71875,228,0,N,404,1165,24,458,945,41,990,372,13
4784,102,1,Q,274,1171,21,255,955,81,969,217,10
46146,205,0,N,250,1175,18,250,948,37,973,252,17
58250,213,1,F,205,1569,28,199,997,25,1115,204,12
30380,118,1,N,301,1093,28,316,826,26,899,298,20
28057,116,0,N,261,1201,42,262,748,39,809,261,22
39747,124,1,N,392,1240,18,393,831,47,851,382,24
40584,200,0,N,244,1192,22,247,972,27,983,242,14
32910,119,1,V,186,1505,30,160,899,53,1024,151,31
18975,111,1,N,310,1136,13,312,943,43,975,310,17
19176,111,1,N,290,1229,14,307,1028,48,1063,296,18
10976,105,0,N,244,1192,18,225,980,13,1016,246,6
33685,121,0,N,347,1025,42,348,820,26,834,338,19
79188,233,0,N,219,1392,41,217,1010,39,1077,216,19
81320,234,0,N,224,1286,20,225,958,38,1018,223,18
79056,233,0,N,208,1370,44,206,975,46,1054,204,19
42373,201,0,N,269,1196,23,258,979,41,993,292,23
50883,209,0,N,213,1164,21,212,927,19,995,197,7
18490,111,1,N,321,1116,15,321,989,46,998,327,23
53583,212,1,N,218,1239,47,221,974,34,1060,216,17
65253,220,0,N,302,1300,28,300,886,34,923,299,15
60905,215,1,V,193,1353,39,165,972,15,1010,203,8
52847,210,0,N,236,1208,21,200,953,36,979,260,33
33966,121,0,N,383,1057,41,386,863,26,882,385,19
63396,217,1,Q,304,1092,6,336,971,11,1017,293,1
45922,205,0,N,229,1199,18,230,942,38,969,233,17
65278,220,0,N,318,1302,33,317,909,29,938,318,14
54994,212,1,N,236,1285,47,237,972,34,1040,233,18
61210,215,0,N,181,1198,16,198,968,34,1001,183,15
35758,122,0,N,254,1181,23,255,801,40,887,255,13
70863,228,0,N,322,1152,27,322,950,30,1001,307,13
39048,123,0,N,426,1267,34,421,842,44,903,430,18
65214,220,0,N,327,1364,29,326,887,35,921,326,17
12234,106,0,N,328,1229,35,327,967,32,1005,328,18
65459,220,0,N,316,1274,35,314,888,34,922,314,17
11748,106,0,N,301,1410,36,302,943,29,1019,302,15
7340,103,0,N,323,1337,20,321,936,51,970,313,17
36043,122,0,N,259,1199,24,259,803,40,900,261,18
5184,102,1,Q,294,1156,20,265,957,21,970,285,7
11584,105,0,N,243,1256,19,256,936,36,1023,247,18
78926,233,0,N,204,1405,41,209,1039,43,1100,205,23
41830,201,0,N,437,1204,24,433,992,43,1022,439,21
5248,102,1,Q,297,1218,24,283,954,11,963,277,3
27268,116,0,N,273,1431,46,276,790,29,841,274,9
5742,103,0,N,328,1392,19,329,909,53,972,326,21
77108,231,1,N,374,1321,18,374,940,42,1009,370,23
45591,205,0,N,232,1155,18,247,929,37,966,234,15
43155,203,0,N,103,1177,17,110,967,24,986,114,17
37671,123,0,N,399,1255,43,408,836,45,886,400,21
15809,109,1,N,259,1337,29,256,963,20,1014,263,3
52011,209,0,N,206,1219,20,216,946,29,962,209,12
30946,118,1,N,293,1080,22,285,848,26,894,280,20
1820,100,0,N,286,1251,19,284,933,43,988,285,21
9267,105,0,N,249,1262,19,246,952,35,1009,246,21
59748,214,1,N,316,1391,38,306,977,38,998,304,16
81861,234,1,S,150,1276,18,148,966,39,987,147,16
34934,121,0,N,285,1001,44,288,817,29,847,284,11
17015,109,1,N,256,1335,26,255,953,14,1008,251,10
24611,115,0,N,384,1358,52,383,888,22,922,387,16
63864,219,0,N,246,1235,24,232,817,37,855,227,31
5018,102,1,Q,305,1133,30,319,955,17,960,293,3
82755,234,0,N,244,1359,47,245,999,32,1052,244,12
80323,233,0,N,215,1373,19,214,970,38,1029,217,21
8577,104,1,Q,264,1074,14,242,963,21,974,271,13
74454,230,0,N,293,1298,25,288,957,41,1007,293,17
63063,215,0,N,184,1197,17,179,974,32,995,182,13
11504,105,0,N,329,1158,17,339,1029,35,1145,338,19
42461,202,0,N,335,1323,27,335,1004,43,1043,331,21
26619,116,0,N,274,1526,40,275,758,34,813,273,14
56797,213,1,F,201,1457,27,195,909,27,994,198,12
14953,108,0,N,348,861,11,344,951,37,1005,353,22
69312,223,0,N,246,1099,26,243,941,36,978,247,18
3570,101,0,N,341,1331,18,341,957,38,1004,342,12
65494,220,0,N,308,1307,29,306,884,30,916,310,13
67864,222,1,S,183,1148,12,172,1004,23,1034,173,15
3194,101,0,N,382,1278,18,382,933,35,982,385,10
3660,101,0,N,345,1274,19,345,899,36,963,345,9
12020,106,0,N,365,1476,18,365,931,30,1013,364,15
12190,106,0,N,298,1471,19,299,960,31,1033,297,17
49390,209,0,N,224,1237,19,224,970,29,1014,220,13
26890,116,0,N,272,1542,24,274,776,26,832,268,8
81995,234,0,N,233,1330,41,233,988,40,1044,232,20
33204,119,0,N,313,1249,20,296,820,28,849,305,13
5600,102,1,Q,295,1170,32,301,968,11,969,312,6
31002,118,1,N,315,1051,20,310,846,31,905,310,24
78903,233,0,N,209,1315,43,206,964,43,1029,208,22
71227,228,1,V,249,1426,41,219,964,14,1001,258,6
8470,104,1,Q,304,1267,30,268,973,26,1000,255,11
9974,105,0,N,121,1288,24,191,907,37,1004,105,21
41503,201,0,N,436,1187,66,440,983,43,1007,434,20
70995,228,0,N,324,1111,26,323,931,38,1001,320,18
46095,205,0,N,254,1205,18,255,944,36,972,254,17
8709,104,1,Q,293,1050,47,293,967,21,977,300,8
18529,111,1,N,309,1200,14,264,1022,45,1053,310,19
76062,231,1,N,338,1374,17,383,986,41,1052,396,23
14406,108,0,N,367,1132,30,371,963,41,1021,363,25
27605,116,0,N,277,1435,20,277,774,29,830,275,8
47852,208,0,N,167,1191,35,207,834,30,887,172,14
48624,208,0,N,199,1304,18,188,992,29,1021,199,16
27750,116,0,N,271,1490,50,275,812,29,872,267,8
25223,115,0,N,293,1372,33,299,881,47,926,294,17
39152,124,1,N,429,1372,18,430,1033,20,1084,432,6
10429,105,0,N,272,1253,21,274,948,37,1013,271,22
23887,114,0,N,314,1024,6,297,975,31,1007,260,2
59833,214,1,N,294,1381,52,299,987,41,1014,296,20
61857,215,0,N,188,1140,16,190,949,16,982,173,12
10137,105,0,N,265,1290,19,265,960,35,1012,261,20
69169,223,0,N,240,1104,26,254,915,25,959,246,9
12795,106,0,N,292,1258,34,293,951,33,995,291,18
34625,121,0,N,378,1015,42,373,842,23,856,383,17
4492,102,1,Q,285,1230,29,290,970,22,984,289,7
447,100,0,N,259,1214,20,259,927,21,999,261,4
71736,228,0,N,309,1164,23,309,950,43,990,307,14
31911,119,1,V,201,1456,28,166,864,63,978,170,37
80639,234,0,N,235,1292,21,237,970,37,1030,239,19
3541,101,0,N,349,1311,18,350,931,39,981,349,11
50391,209,0,N,231,1201,16,232,947,43,996,232,12
23861,114,0,N,309,1024,7,282,981,30,1002,308,19
72282,228,0,N,333,1184,25,333,941,37,988,330,17
19372,111,1,N,299,1159,14,292,959,45,988,299,19
48130,208,1,V,195,1283,27,149,998,22,1029,215,16
24392,115,0,N,357,1309,28,359,857,50,899,358,20
4321,102,1,Q,305,1154,24,314,960,21,964,355,4
16149,109,1,N,256,1323,28,243,970,20,1019,257,4
42679,202,0,N,407,1283,35,391,1006,40,1025,398,20
57298,213,0,N,206,1460,20,199,943,31,1024,206,18
78797,232,1,N,640,1169,24,669,967,45,992,600,16
62206,215,0,N,198,1175,24,185,968,18,999,198,9
78737,232,1,S,259,1091,15,242,958,23,967,261,9
26061,115,0,N,303,1335,17,300,889,37,934,299,19
46147,205,0,N,257,1180,17,258,945,38,976,256,20
63961,219,0,N,291,1388,21,311,1080,51,1143,282,26
30328,118,1,N,292,1061,22,311,846,17,908,305,4
3886,101,0,N,372,1259,18,372,939,45,976,373,21
68997,223,0,N,260,1285,47,262,926,40,961,259,22
29523,118,1,N,303,1100,23,318,858,29,919,301,23
60564,215,0,N,195,1168,16,171,959,22,996,206,12
67659,222,0,N,298,1066,12,300,948,28,987,300,11
68873,223,0,N,264,1236,48,273,907,40,941,270,23
50863,209,0,N,204,1223,37,204,1008,23,1061,216,12
38546,123,0,N,474,1204,27,480,822,47,874,473,20
16146,109,1,N,272,1313,29,282,963,15,1011,272,9
79700,233,0,N,252,1345,23,325,966,38,1036,249,17
143,100,0,N,268,1192,19,266,909,47,969,280,34
47497,208,1,F,211,1472,22,210,1038,33,1081,208,15
19898,112,0,N,249,1009,17,250,842,42,883,246,20
21106,112,0,N,256,1023,20,254,869,44,905,257,23
66534,222,0,N,297,1141,13,298,986,32,1038,300,15
73723,230,0,N,332,1240,27,325,947,40,989,333,18
77277,232,1,S,259,1131,20,293,1008,11,1025,299,8
65056,220,0,N,355,1306,29,352,883,38,916,351,18
7812,104,1,Q,285,1045,26,295,980,14,995,285,4
59764,214,1,N,300,1423,32,304,972,25,1004,302,22
45253,205,0,N,233,1144,19,232,930,37,961,235,15
64226,219,0,N,299,1458,20,302,971,37,1035,293,11
19658,111,1,N,293,1118,14,334,1007,40,1007,298,18
11503,105,1,V,166,1450,50,184,1007,61,1141,161,32
73047,230,0,N,260,1176,54,264,937,55,983,264,28
65410,220,0,N,303,1306,28,300,889,21,917,303,13
63635,217,1,Q,331,1075,50,294,940,27,963,341,20
40794,200,0,N,253,1196,20,243,973,21,1002,281,13
33296,119,0,N,336,1296,18,322,845,28,878,336,14
32836,119,1,V,187,1408,32,160,830,53,952,153,31
66800,222,0,N,287,1166,14,287,981,31,1047,289,16
20515,112,0,N,260,998,18,255,839,39,876,262,19
82975,234,0,N,244,1343,21,244,956,34,1015,243,16
8163,104,1,Q,292,1400,26,290,977,32,993,290,16
48262,208,0,N,310,1287,17,330,932,32,969,329,15
60790,215,0,N,184,1192,16,185,970,21,995,190,11
41330,201,0,N,411,1173,27,423,962,43,987,410,20
52255,209,0,N,239,1300,21,257,1005,41,1027,244,21
3764,101,0,N,350,1324,18,350,974,42,1018,348,16
81239,234,0,N,237,1308,20,238,961,46,1023,234,22
38898,123,0,N,354,1241,24,357,823,42,879,354,19
71573,228,0,N,301,1192,24,302,975,37,1023,302,22
4978,102,1,Q,298,1200,19,320,966,35,984,282,3
10012,105,0,N,278,1280,22,272,957,38,1010,274,23
65439,220,0,N,301,1259,26,303,858,37,887,302,17
69792,223,0,N,249,1272,23,252,882,47,923,256,30
57391,213,1,F,205,1506,21,206,922,29,1034,205,16
37170,122,0,N,262,1208,23,262,794,39,893,261,18
55289,212,0,N,230,1332,16,218,940,26,1021,235,8
49262,208,0,N,271,1390,18,325,982,45,1022,251,25
75866,231,1,N,332,1328,17,332,950,30,1015,329,12
49617,209,0,N,236,1200,19,240,951,25,990,236,11
72970,230,0,N,294,1428,18,292,929,31,984,286,10
42453,202,0,N,342,1265,36,341,965,48,1007,331,18
51765,209,0,N,228,1286,18,226,989,31,1024,219,20
53936,212,1,N,242,1265,48,243,973,34,1046,244,19
59886,214,1,N,248,1328,58,261,968,39,993,258,21
66336,222,0,N,297,1171,14,295,1006,37,1059,297,19
69629,223,0,N,245,1344,47,242,926,34,966,250,18
9743,105,0,N,277,1272,19,275,964,37,1018,276,22
23565,114,0,N,336,928,9,336,925,27,974,338,17
33095,119,1,V,193,1437,31,165,866,70,941,164,45
63604,217,1,Q,289,1066,25,286,941,22,955,292,12
7038,103,0,N,256,1326,20,256,984,75,1052,294,35
56740,213,1,F,196,1608,26,207,938,26,1025,196,14
15124,108,0,N,369,1106,27,363,969,36,1031,362,21
48175,208,1,V,155,1244,37,140,971,44,996,138,27
79722,233,0,N,201,1118,41,198,775,35,847,206,18
2544,101,0,N,304,1290,19,303,900,37,945,301,10
75509,231,1,N,310,1311,17,311,936,33,1006,313,17
14268,108,0,N,490,865,13,457,951,38,1000,471,23
15903,109,1,N,269,1334,29,266,966,21,1021,277,4
39980,200,0,N,231,1169,22,244,961,37,977,246,28
16152,109,1,N,261,1320,26,259,964,41,1013,251,12
57295,213,1,F,199,1553,46,207,898,32,1010,201,14
45851,205,0,N,247,1162,18,257,940,27,965,243,18
9286,105,0,N,268,1277,20,263,955,37,1017,265,22
56518,213,0,N,199,1447,20,199,888,28,975,198,14
9768,105,0,N,268,1283,20,269,965,36,1030,269,21
49625,209,0,N,220,1205,16,219,938,32,975,230,21
15521,109,1,N,252,1331,29,258,962,14,1021,258,9
51522,209,0,N,233,1268,17,227,978,20,1003,223,9
55915,213,0,N,197,1390,49,197,896,28,975,196,14
7258,103,0,N,316,1308,19,316,917,47,981,312,16
63625,217,1,Q,298,1117,22,295,948,22,960,350,6
77227,232,1,S,260,1102,15,281,946,16,977,281,8
27610,116,0,N,271,1395,48,277,792,41,852,272,22
20952,112,0,N,237,975,50,237,828,37,861,237,16
23088,114,0,N,359,1048,7,353,993,27,1014,357,17
77694,232,1,S,250,1138,28,180,975,11,994,255,4
63475,217,1,Q,296,1091,36,261,965,37,973,285,28
81899,234,0,N,241,1318,21,240,962,36,1022,241,17
3553,101,0,N,354,1298,18,354,960,34,1003,353,12
69614,223,0,N,243,1328,44,246,918,29,947,246,13
38422,123,0,N,434,1289,73,434,843,45,900,434,19
14399,108,0,N,368,1162,41,367,957,35,1011,366,20
32897,119,1,V,198,1392,30,176,839,51,933,217,30
7199,103,0,N,339,1363,19,316,941,48,971,336,21
25674,115,0,N,297,1316,19,299,916,37,959,293,18
68573,223,0,N,269,1298,29,268,905,49,943,267,28
67745,222,0,N,169,1149,18,179,883,40,968,188,16
69330,223,0,N,232,1307,26,231,991,29,1040,234,13
53822,212,1,N,220,1244,46,229,945,30,1016,222,15
50565,209,1,S,141,1207,26,132,929,40,977,144,19
36173,122,0,N,277,1178,22,278,773,40,874,278,18
57840,213,0,N,201,1438,17,209,888,25,960,203,12
3794,101,0,N,364,1325,17,365,945,46,987,367,21
44686,205,0,N,233,1179,19,246,940,38,964,235,17
80326,233,0,N,215,1339,41,213,932,36,998,216,18
7210,103,0,N,322,1352,18,323,923,46,967,321,17
70489,223,0,N,253,1351,52,253,896,42,935,251,22
19841,112,0,N,259,1030,18,243,838,47,867,255,25
55678,212,0,N,266,1302,46,268,924,34,987,269,19
9634,105,0,N,267,1251,22,265,942,36,993,269,22
62020,215,0,N,186,1144,20,211,947,25,992,188,9
27390,116,0,N,280,1404,21,277,817,48,873,278,29
60244,215,0,N,183,1201,17,177,946,24,974,174,12
53861,212,1,N,226,1236,48,217,930,38,1006,234,21
69072,223,0,N,253,1164,51,249,882,43,918,252,24
37351,122,0,N,253,1190,23,254,796,37,877,253,15
24973,115,0,N,360,1358,18,359,894,36,929,361,19
44178,203,0,N,227,1362,30,196,1045,15,1091,206,10
56431,213,0,N,193,1436,21,193,913,27,996,194,14
29439,118,1,N,297,1149,22,299,898,23,977,301,17
1434,100,0,N,284,1253,18,285,941,30,1005,284,24
57220,213,0,N,195,1423,20,207,911,26,976,192,14
81630,234,0,N,230,1332,48,230,970,36,1026,229,18
80123,233,1,V,165,1346,30,171,989,34,1015,168,25
69654,223,0,N,249,1341,28,252,927,48,966,250,29
2075,100,0,N,286,1255,18,285,941,18,995,284,4
36178,122,0,N,271,1185,24,271,792,43,870,273,20
54145,212,1,N,225,1220,45,229,956,36,1021,226,19
21098,112,0,N,256,984,21,253,842,44,876,256,26
3826,101,0,N,360,1294,18,361,925,43,978,359,21
49217,208,0,N,341,1327,28,403,951,36,980,342,14
42202,201,0,N,209,1219,27,210,982,38,996,237,20
66466,222,0,N,269,1169,15,267,997,34,1057,267,16
42721,202,0,N,409,1237,28,407,972,40,1003,407,22
55165,212,1,N,234,1316,45,236,983,34,1054,233,18
19767,111,1,N,304,1141,13,266,953,47,990,312,19
2482,101,0,N,319,1304,19,318,922,34,975,319,12
23466,114,0,N,338,1012,7,315,970,28,989,339,19
21426,112,0,N,264,986,17,266,849,47,888,267,22
81441,234,0,N,230,1347,42,232,983,38,1035,233,20
42522,202,0,N,342,1280,30,349,989,36,1013,341,18
60337,215,0,N,190,1254,17,184,951,27,996,190,17
47024,207,1,V,206,993,47,206,975,125,1030,226,81
71443,228,1,V,198,1439,34,185,953,43,1056,169,15
57206,213,0,N,200,1470,18,181,966,28,1043,197,14
56361,213,0,N,197,1451,22,183,945,28,1038,198,14
76831,231,1,N,378,1315,17,378,940,34,1008,377,17
72413,228,1,V,204,1059,24,191,984,58,1078,193,15
53102,210,0,N,262,1231,23,231,982,48,1000,285,32
36341,122,0,N,260,1186,23,260,790,38,891,262,17
43655,203,0,N,218,1192,18,202,958,15,1005,199,6
16834,109,1,N,259,1295,27,264,960,35,1007,261,19
35278,122,0,N,267,1166,24,267,772,42,862,265,18
26453,116,0,N,276,1509,19,275,757,30,802,279,11
22950,114,0,N,356,952,10,356,949,30,968,358,21
73123,230,0,N,259,1222,23,260,927,43,970,259,20
24541,115,0,N,328,1358,24,325,899,37,933,331,20
52087,209,0,N,192,1207,17,193,944,42,967,203,27
40789,200,1,S,227,1240,22,217,999,27,1036,221,11
64545,220,0,N,298,1315,28,298,911,32,944,299,14
46009,205,0,N,250,1183,18,251,960,36,981,253,18
62608,215,0,N,210,1162,16,222,964,28,996,205,17
57243,213,0,N,196,1442,19,194,898,28,983,195,14
24648,115,0,N,358,1347,27,361,920,48,953,360,18
75196,231,1,N,319,1291,18,317,921,38,988,312,19
13257,106,1,V,192,1246,74,176,1030,81,1106,149,48
63351,217,1,Q,296,1110,30,280,968,15,986,299,5
74022,230,0,N,324,1280,25,326,958,39,998,324,19
57278,213,1,F,194,1562,22,193,965,27,1061,193,14
16568,109,1,N,260,1312,29,270,963,20,1011,262,3
